# Near Earth Asteroid data queried from http://ssd.jpl.nasa.gov/sbdb_query.cgi
# These are the first 1000 NEO Asteroids, numbered and unnumbered.
#name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,class
,1.423834680903153,.6073606115206527,40.82553096487787,315.9397632190052,212.3039662110128,.5590535784055006,2.288615783400806,1.69901632880784,6974,0,362,,,16.0,APO
,2.591500616636335,.5780347043332408,36.01413314764573,3.503723321651885,62.11744788835715,1.09352332391954,4.08947790935313,4.17191236456124,7714,0,456,,,14.8,AMO
,2.245407673401366,.6251243568504902,9.803646747073818,168.2780593623063,115.9729475835019,.8417486456991816,3.64906670110355,3.36473608649843,7321,0,223,3,1,17.4,APO
ESA,2.441108985947813,.5300263447856277,14.58769559244645,253.8623658426958,103.1909157198615,1.147256912902543,3.734961058993083,3.81407260766905,8327,0,264,,,16.2,AMO
,1.248387154980275,.32483226653087,15.32245292903372,8.948024884239464,233.6074794470486,.8428707259200079,1.653903584040542,1.39486487903227,21874,0,623,10,7,17.0,APO
,1.901139990529131,.6318432774606306,4.553930467256722,328.5458556231047,27.23536353635537,.6999174680017325,3.102362513056529,2.62137617708859,6994,0,306,,,17.3,APO
,2.377265457418172,.5419330321440904,45.95774621508858,113.0369352921354,234.0867357044904,1.088946779868134,3.665584134968209,3.66542824558038,6494,0,271,,,15.8,AMO
,1.234715967479503,.5037985912971645,23.89574848830791,312.4598199431587,348.4071961636807,.6126678024112135,1.856764132547791,1.37201480914608,8043,0,373,,,17.1,APO
,1.272149388899271,.1365270605912477,4.378223996182693,104.3576634873423,183.3379297186461,1.098466572199902,1.445832205598641,1.43487930777953,8552,0,374,,,19.5,AMO
Izhdubar,1.006899379231366,.2663800280867479,63.46230307382532,56.56978397044073,132.1919860105954,.7386814943111856,1.275117264151546,1.01038598129489,7756,0,500,,,16.9,APO
,1.883580138068501,.513364681970958,13.56139768741578,173.1105632698524,286.1061081345577,.9166166195221518,2.85054365661485,2.58514171474512,21219,0,196,,,17.5,APO
,2.580027438897954,.5729059154889496,4.149285361640345,257.4069627366111,75.30290303917243,1.101914457029511,4.058140420766396,4.14423800759427,6426,0,239,,,17.3,AMO
,1.978859617910081,.4473862970126406,3.078164174072775,339.2765361560071,92.06676639086891,1.093544941145441,2.864174294674721,2.7837528927896,27577,0,620,,,17.2,AMO
Sigurd,1.391475485890345,.3752229055226883,36.88494646959486,349.257222561949,21.96665415197665,.8693620111109752,1.913588960669715,1.64142688205315,13482,0,792,4,1,15.2,APO
Belenus,1.740230623934451,.3373436924608081,1.992884724066165,311.7986228555235,170.9702322547443,1.153174799523027,2.327286448345875,2.29571733010318,22788,0,456,,,17.8,AMO
Peleus,2.117008717167527,.5356500732721051,25.43529739296985,59.52866492309744,313.1376207215479,.9830328426990561,3.250984591635999,3.08029401293219,7061,0,186,,,16.5,APO
,1.720330000152201,.3889589348202971,15.02508417154774,144.8312624566132,74.64861167548568,1.0511922757536,2.389467724550803,2.2564506860605,11201,0,1147,,,16.3,AMO
,1.459550639427851,.3939453571968812,22.86178490220567,141.3074296723379,96.35114959926018,.8845674414315098,2.034533837424192,1.76334363106405,12729,0,1891,,,15.0,APO
Tomaiyowit,1.079814144841823,.3557967522794142,10.3094455380334,234.4688538688845,289.4071193987449,.6956197790417296,1.464008510641916,1.12210040849823,7576,0,432,0,1,18.4,APO
Summanus,1.703388136732649,.4748117281703763,19.4171126325613,359.9065679270597,116.0346930701009,.8945994717857025,2.512176801679595,2.22320049092508,7504,0,236,,,18.6,APO
,1.541533350310682,.4058980048049945,24.52445699888568,220.7656145074933,321.6960560696019,.9158280390792174,2.167238661542146,1.91398085627428,7789,0,469,,,16.1,APO
Tukmit,1.186336410459587,.2723011831353641,38.48737260754965,294.9953100772958,322.8635307753009,.8632956022948802,1.509377218624293,1.29217100564648,8252,0,826,0,3,16.0,APO
Zephyr,1.96227758655714,.491419659477824,5.289201568451074,168.3511181756747,146.7698433762663,.9979758031702639,2.926579369944016,2.74883623614072,20851,0,814,,,16.1,APO
Masaakikoyama,2.190164986227936,.4636561615150625,5.869859288093647,193.5719309441099,109.8576015481838,1.174681495628802,3.205648476827071,3.24133149995771,12251,0,734,,,16.0,AMO
,1.335638607986936,.3056722580049221,17.24761060403779,116.6941686886411,133.7980939600932,.927370938805018,1.743906277168853,1.5436244492828,11617,0,508,0,1,17.6,APO
,1.715487770746708,.4019089588312915,11.41739536536088,158.2594412514038,51.32939027039818,1.026017866918085,2.40495767457533,2.24693051287056,6739,0,424,,,18.4,AMO
Hypnos,2.842374986169869,.6654100257460484,1.980699581252062,57.99204725790971,238.0957104940185,.9510301734426527,4.733719798897086,4.79214842851277,5288,0,174,0,10,18.3,APO
,1.71947631125441,.2553635397526681,14.42787907847602,132.64246477,140.5759679048946,1.280384753891623,2.158567868617197,2.25477129788759,11122,0,518,,,17.8,AMO
Lucianotesi,1.324634359427238,.1182256715413934,13.87223454937694,162.5178075884758,94.33236708450032,1.168028572737149,1.481240146117326,1.52458704880248,6355,0,443,,,18.6,AMO
Davidharvey,2.85019353490391,.589260830956927,4.538787338834066,335.6075595092512,104.825036255392,1.170686124138371,4.529700945669449,4.81193473401434,5766,0,892,,,16.9,AMO
,2.307460407069773,.469369822714679,7.244974701120199,297.2252216345861,46.63429670186216,1.224408124882293,3.390512689257253,3.50517405997664,5200,0,684,,,18.7,AMO
,2.276574791235893,.461336710492675,24.97635069624728,31.32242335998305,21.19807812905411,1.226307265856578,3.326842316615208,3.43503436399866,6761,0,160,,,16.9,AMO
,1.442402077875041,.6038660914633027,25.90537162226092,37.19751843399489,157.9109545983421,.5713843727900937,2.313419782959989,1.73235826051135,5463,0,555,,,16.2,APO
,1.467811556480107,.4421905590890554,15.99121276111102,260.8235887898808,334.2888501480595,.8187591436827921,2.116863969277423,1.77833532857542,9075,0,1397,1,1,15.7,APO
Rhiannon,1.751349469623742,.2724721689463094,24.52202742296925,169.2309760041321,221.170612416947,1.274155481052392,2.228543458195091,2.31775445775639,7668,0,128,,,18.2,AMO
,2.203064297751205,.857896169359375,17.56140223770765,260.576316318344,242.8281318503377,.3130638758580448,4.093064719644366,3.27000909803017,11021,0,1015,,,14.3,APO
,2.372895876561191,.6733048311386759,10.65439128323546,113.6074914754725,36.76122666264152,.7752136190834981,3.970578134038885,3.65532691908891,20139,0,136,,,16.3,APO
,1.387013520812098,.5532218973343682,9.273163502392309,333.549285743968,203.1165130606256,.6196872692000067,2.154339772424188,1.63353800976906,13195,0,538,,,17.2,APO
,2.216992994632593,.6364834015865031,29.44168704534056,269.8748824524778,287.2118157916769,.8059137521153921,3.628072237149793,3.30106961790345,8407,0,272,,,16.8,APO
,2.724986121538263,.5580622249612075,5.621406517373691,306.1279836336624,20.85577710579782,1.204274303564209,4.245697939512318,4.49836451247424,20982,0,1157,,,16.7,AMO
,1.189861579003874,.3588214266538232,9.583449561374501,355.9610797184938,202.3347690043515,.7629137497051334,1.616809408302615,1.29793476210513,7630,0,569,0,1,17.1,APO
Blume,2.442664328896834,.5125775193077198,4.220994324164341,109.2588078993311,234.9746844646842,1.190609506689439,3.69471915110423,3.81771837018267,12909,0,255,,,17.9,AMO
,1.880982735425908,.3676687874654818,.8093344532560115,59.4886604618963,319.2392945039448,1.189404093848359,2.572561377003456,2.57979630488579,22535,0,527,,,17.5,AMO
,2.426478247848484,.5098467432904619,17.8302642721273,338.6179979903775,100.6595926979877,1.189346215517789,3.66361028017918,3.77983468490368,12971,0,522,,,15.6,AMO
,2.353044757864756,.4880487115937741,2.807437899334201,297.5614762593575,222.7749563823261,1.204644295466378,3.501445220263135,3.60955350973505,21645,0,496,,,16.1,AMO
,1.685141876965286,.2316944470550716,36.8175926729644,291.7200292453628,242.6362308298591,1.294703861572468,2.075579892358103,2.18757478647584,21619,0,435,,,16.3,AMO
,2.502596630976205,.5628216176274723,3.002100311706274,186.7237319529319,333.8271202450819,1.094081146861115,3.911112115091294,3.95908189728919,7554,0,615,,,17.1,AMO
,2.232001914421449,.4444218459968955,1.330167474250942,281.6730707953426,9.370635150667978,1.240051503345664,3.223952325497234,3.33464837745122,8276,0,829,,,16.0,AMO
,3.182916974607351,.6237979136777978,22.07481459988163,238.8757877419534,56.51453194917216,1.197420006437637,5.168413942777065,5.67866393492697,6359,0,436,,,16.9,AMO
,2.035669504844353,.5589500547833359,6.500959410233841,111.5389959575664,104.1922858191796,.8978319235908355,3.17350708609787,2.90448480269366,5021,0,276,,,17.6,APO
,2.153018470174654,.4906454551176763,9.945453486809964,180.9793280651794,17.52945693846049,1.096649742999048,3.209387197350261,3.15921974869599,1014,1,554,,,18.2,AMO
,1.564558472295932,.4763915414503153,6.983020965300008,227.3964185507473,296.1222670926976,.8192160499897226,2.309900894602142,1.95702286725522,2448,1,51,,,20.4,APO
,1.555865398407334,.4641415527340574,6.299737023823298,61.78635869311071,147.5918236478352,.833723616545361,2.278007180269307,1.94073498992572,4696,0,401,,,18.0,APO
Robwhiteley,1.876820522997612,.4121769312000407,33.94033163364183,280.1066460489712,283.6407570092127,1.103238399415201,2.650402646580023,2.57123823748962,21083,0,678,,,15.7,AMO
,2.739168214034331,.5617905057347107,8.338890813028089,302.9837963060168,168.8336831772604,1.20032951777954,4.278006910289123,4.53352752973783,7826,0,641,,,16.6,AMO
,2.424217142714457,.6325770116361353,31.87437395506841,347.3564081083535,198.5889662554926,.8907131070190553,3.957721178409859,3.77455257762773,21886,0,703,,,13.5,APO
Chelyabinsk,1.706517988281926,.2382281823188407,38.46019807323662,297.8716440835047,27.05092203000105,1.299977309839118,2.113058666724734,2.22933075804605,8616,0,1569,,,14.4,AMO
,2.378827741006979,.5192662052444102,20.95111845995392,167.4486829700355,250.1894014863678,1.143582887004152,3.614072595009806,3.66904209048798,8090,0,349,,,16.8,AMO
,1.269625010707453,.1206335300763535,23.98152299677222,59.2412525602579,197.1163602866111,1.116465663792585,1.422784357622321,1.43061049246559,13426,0,509,,,17.3,AMO
,1.104238573003657,.2761325381368384,9.844572729009663,136.492869372035,186.5459088479433,.799322373131557,1.409154772875758,1.16038624703335,5789,0,420,,,18.0,APO
,1.218883875805779,.570022544754178,3.206107934439688,307.5273050113112,324.6274703465045,.5240925871591333,1.913675164452425,1.34571068330273,20955,0,704,6,2,17.7,APO
,1.576239222881697,.5244190447335223,11.39929956723016,339.0610876588919,305.6423621959489,.7496293553465678,2.402849090416826,1.97897996553092,5204,0,1778,5,1,17.0,APO
,1.82397251328495,.4013995309367425,40.96014335933364,119.7068405206815,301.4232551351113,1.09183080201086,2.55611422455904,2.46340396604272,14094,0,616,,,16.2,AMO
,1.846595739727006,.5896815699334063,51.31218624566166,164.3761864895116,293.5296594639594,.7576922648924456,2.935499214561567,2.50937719106659,7601,0,968,6,2,16.1,APO
,2.292270124094848,.5165992555040281,23.36089602493701,346.1919098190776,123.8416679991895,1.108085084573324,3.476455163616373,3.47061862808704,6060,0,91,,,17.6,AMO
,1.749867829299522,.3610773351166725,14.36203156830024,296.6784368403993,357.406039024252,1.118030216689654,2.38170544190939,2.31481385214077,8944,0,61,,,18.5,AMO
,2.127679895966158,.5166660152750182,8.397629754349401,127.8818882036045,128.9740120955727,1.028380002336558,3.226979789595759,3.10361353599897,5413,0,348,,,16.7,AMO
,2.310951925909658,.8221572528698534,25.79344292111584,178.2578800452118,231.0860642304023,.4109860389894767,4.21091781282984,3.51313281606409,6260,0,278,,,16.2,APO
,2.210813055780862,.5452551893402691,23.85991334428714,203.3820941684372,218.6926769304501,1.005355764455129,3.416270347106595,3.28727648563567,8174,0,816,,,14.7,APO
,1.974903076014292,.441720528523825,14.63982098490648,76.50180841046587,32.6086099575837,1.102547845493931,2.847258306534653,2.7754082929759,4234,0,651,,,16.5,AMO
Ahau,1.334970437196764,.3059064184568963,21.92073888803804,121.0965809302602,287.4818917852457,.9265944120080649,1.743346462385463,1.54246626649559,7388,0,514,,,17.4,APO
Itokawa,1.324112565784852,.2801921140140744,1.621581958015483,69.08452260685932,162.8231091676356,.9531066667849941,1.69511846478471,1.52368630044501,5339,0,782,19,18,19.2,APO
,1.540496822117031,.3708050310221512,14.32884341976478,50.62811578696738,85.95726180362436,.9692728502023998,2.111720794031662,1.91205073754991,12337,0,590,,,16.8,APO
,2.560325774359563,.4983247742686941,15.74897343609235,94.72908803940508,199.7592283482162,1.284452010797515,3.836199537921612,4.09685925756864,14597,0,761,,,13.3,AMO
,3.303700788997288,.6441305255751499,14.78736919640126,185.739225714475,62.85380016466591,1.175686263437427,5.431715314557149,6.00494816427385,21930,0,167,,,17.3,AMO
,2.139030684559722,.47007217752688,5.370254307984829,211.0994980107938,98.54671417873983,1.133531872871921,3.144529496247523,3.12848245815446,18365,0,92,,,19.2,AMO
,1.605772111142407,.5763154684085623,8.690066417497952,252.1978814402939,200.4559108914431,.6803408047519646,2.531203417532848,2.03485781559783,5788,0,71,,,18.4,APO
,1.545820164657538,.4717351516194031,13.53998106411716,303.7094333129637,231.0749656491392,.8166024549064839,2.275037874408593,1.92197022167674,12799,0,181,2,2,18.2,APO
,2.862245825896626,.5542409983142498,10.96294571914007,146.307366495312,154.8748334674032,1.275871841930886,4.448619809862366,4.84248850318143,5728,0,1238,,,15.5,AMO
,2.804206266840228,.5930973610932078,3.492506051437588,153.2165868425218,156.4915316126838,1.141038930016253,4.467373603664202,4.69594644733335,5252,0,86,,,19.5,AMO
,1.743626004750034,.4334941132545321,8.697193704287635,130.399105591683,.7311502535109358,.9877743959733754,2.499477613526692,2.30243940077201,5224,0,343,,,18.2,APO
,2.13875190501629,.4264329195863141,5.349420371982433,191.9938361517774,111.6298836358669,1.226717685889402,3.050786124143177,3.12787087611874,22471,0,154,,,17.9,AMO
,1.875115756237951,.3988782141451149,36.94470293447238,135.2755900409585,269.2558633922306,1.12717293207439,2.623058580401511,2.5677357454618,12689,0,444,,,16.0,AMO
,1.698591552829957,.5078989802214517,12.17033768242361,356.7053435381666,224.6271398640216,.8358786353348495,2.561304470325064,2.21381661338954,22898,0,506,8,5,17.0,APO
,2.43655571983801,.6808671161714991,8.740011096793639,205.060635254506,33.68047806359824,.7775850534807331,4.095526386195288,3.80340631607535,8339,0,972,1,1,14.7,APO
,1.559972995746804,.643317167807103,36.20707204249142,38.69072514953126,151.058193665337,.5564155862674079,2.563530405226199,1.94842558168364,5127,0,203,,,17.2,APO
,2.605982110857618,.5016774244049033,8.955871898893433,144.9512116105138,271.5565276018471,1.298619717437315,3.91334450427792,4.20693059736985,20604,0,280,,,16.2,AMO
,1.723134478639165,.2569153814056249,20.22016592157003,331.0676444651622,186.6203994446726,1.280434726846402,2.165834230431929,2.26197062619977,5394,0,561,,,17.3,AMO
,2.015159471379493,.3915330759616526,6.494059977475231,222.797086067568,155.9723182957362,1.226157884997022,2.804161057761964,2.86070010832704,12299,0,680,,,17.3,AMO
,2.029659270100902,.4303067059967562,5.964801542717526,299.7854668850935,350.2740332287628,1.156283275288002,2.903035264913801,2.89163123480703,4974,0,331,,,17.1,AMO
,1.597563351923192,.5478578067515805,18.80055381720162,14.04506076537161,311.8734317934367,.7223257977918489,2.472800906054536,2.01927438495007,3662,0,56,,,19.5,APO
,2.136887298281634,.5775032662346042,9.544327793334256,78.85551758081986,39.06710226547941,.9028279039487515,3.370946692614517,3.12378135708587,5209,0,529,,,16.0,APO
,2.247209170663316,.4409866999118067,18.93314159757643,331.2815036981447,92.32675469951553,1.256219814480952,3.23819852684568,3.36878620525333,10122,0,728,,,15.9,AMO
,.7183681163605207,.418088907627963,7.343219289305536,81.98942831842722,167.3338349148294,.4180263753165931,1.018709857404448,0.60887588689381,5132,0,885,7,1,17.9,ATE
,2.070091613721373,.3871656481456989,6.173828986117973,315.3349378223585,286.1093400816852,1.268623252373962,2.871559975068783,2.97846534393851,28778,0,322,,,16.6,AMO
,1.137339047182736,.1441707817606026,13.9116140245152,139.3786097009228,206.9207286070071,.9733679876235419,1.30131010674193,1.21295063641874,7755,0,1659,3,0,16.9,APO
,1.442658685807148,.4839281465690249,4.097189821380475,213.838611369741,102.8252449450411,.7445155418527898,2.140801829761507,1.73282056916467,7999,0,937,5,0,16.9,APO
,2.509580426166242,.5410025760201295,13.08177866676207,115.4502780394262,1.286744368029146,1.151890950880611,3.867269901451873,3.97566589102456,4438,0,218,,,19.4,AMO
,2.123898988877335,.5946480525489273,7.108943286135883,271.4765379815077,169.5615319854083,.8609265913307919,3.386871386423878,3.09534448681391,1238,0,118,,,19.5,APO
,1.522579196586594,.3139580098029969,5.553515279189011,332.1826857874699,51.95541423194533,1.044553262258821,2.000605130914367,1.87878913362786,4698,0,532,,,19.2,AMO
,1.551188884825953,.3326167320179201,38.21730951781629,54.68925412209773,311.1610645781682,1.035237507212623,2.067140262439283,1.93199157592197,5316,1,279,,,16.4,AMO
,1.332537107764159,.423558450694255,58.04433291756555,241.0902251147207,19.75488846298051,.7681297549069684,1.89694446062135,1.53825087237091,11774,0,423,,,16.3,APO
,1.483719825194624,.5541172548238688,46.75065853584901,323.1979842349785,317.9225435105246,.6615650687300284,2.305874581659219,1.80732414997906,10554,0,923,,,15.0,APO
,2.252452846334803,.4845930874126247,36.6395710802954,223.7480249699154,117.9383087420839,1.160929767278067,3.34397592539154,3.38058425459066,13007,0,668,,,15.4,AMO
,1.909830474021242,.5194039865390919,5.077333652710916,145.6799053441748,323.03456853,.9178569122007653,2.901804035841718,2.63937093879003,6040,0,72,,,19.4,APO
Illapa,1.477956944864033,.7525149962770601,18.00009119410338,139.7071140052818,303.7088397454411,.3657721800020201,2.590141709726046,1.79680470501597,6911,0,417,1,0,17.7,APO
,2.09028909578511,.5065522933982658,12.72656861764233,195.5538592167603,8.772681705031157,1.031448360449776,3.149129831120445,3.02216195993471,3359,0,450,6,5,19.6,AMO
Beowolf,1.420133683089206,.5662187243166586,23.6693850456789,165.3547716399033,178.8913382435958,.6160274006913176,2.224239965487094,1.69239621215898,7292,0,268,,,17.4,APO
,2.035423190930206,.5756404884109708,9.438549016356884,199.9757828700837,28.06459680774504,.8637511911801253,3.207095190680286,2.90395765913445,3361,0,175,,,17.9,APO
,1.641980577983332,.3340469230369688,8.59765084548996,1.009235309221087,344.6643387747181,1.093482018221536,2.190479137745128,2.10407020233511,22913,0,180,,,18.413,AMO
,2.036033257276387,.4930206373992321,10.03137693867817,313.5864276215947,344.7937206855215,1.032226843007948,3.039839671544825,2.90526333816107,7294,0,546,,,16.384,AMO
,2.248676131046041,.4698040257086035,12.92487876826358,159.003728293973,170.7682783169626,1.192239032165764,3.305113229926319,3.37208541903959,9465,0,376,,,15.928,AMO
,1.494768768526359,.1611171570055126,25.84453100768047,172.8458440598714,198.6402636797678,1.253935874160761,1.735601662891957,1.8275498206409,6553,0,250,,,17.525,AMO
,1.338836934528176,.8081122976599645,34.52153934393763,148.2766512098934,211.8830878137757,.2569063431745882,2.420767525881764,1.54917232284797,21228,0,1280,,,15.27,APO
,2.267516932060571,.4525071959004587,2.512859682467431,211.5697314393104,111.0976540618842,1.241449203477031,3.293584660644111,3.41455419667784,3627,0,348,,,17.641,AMO
,1.592550532061358,.5555786905247259,2.173312978989009,351.9801813465613,297.1843634579043,.707763392864253,2.477337671258462,2.00977775291598,5131,0,289,,,20.337,APO
,1.575568513716046,.2114463371354624,15.10728426660358,64.09353067654922,200.0615292534854,1.242420322584823,1.908716704847268,1.97771697945511,2239,0,124,,,19.627,AMO
,1.419726007232852,.3917106757969694,24.07058477418039,55.8721188438719,150.8674001477299,.8636041734931381,1.975847840972565,1.69166751362316,13310,0,401,,,16.291,APO
,1.917689043223175,.4298194560033302,5.028216079683562,328.3940690555818,81.62442106481308,1.093428981881443,2.741949104564907,2.65567840833208,9407,0,392,,,17.444,AMO
,2.209939881975759,.5501146981271007,8.044867550567432,5.852328481588149,115.4348011616326,.9942194709236238,3.425660293027895,3.2853291837543,12069,0,592,,,17.72,APO
,1.278351452856808,.1441212333269295,7.724831042306616,183.3397176895028,263.6673091703403,1.094113864845813,1.462589040867804,1.44538520947074,7121,0,126,,,20.022,AMO
,1.282160303148288,.1896314714542471,24.15301122330438,297.6103360808531,195.4722565678888,1.039022358222055,1.525298248074522,1.4518498102968,7171,0,398,2,1,17.529,AMO
,1.561625432524655,.2924760765056936,10.98250699980466,4.726017452973478,265.0898622044973,1.104887353048337,2.018363512000973,1.95152227236698,4661,0,289,,,18.853,AMO
,1.427142902575562,.5250506056262914,11.16388234099469,141.3841223794341,334.0418683278789,.677820657263,2.176465147888125,1.70494115947756,7311,0,541,,,16.292,APO
,2.41377505839213,.6201717810436372,2.430003490049043,338.8446579706762,20.18273337420349,.9168198813903733,3.910730235393887,3.75019107024172,5528,0,363,6,6,17.689,APO
,1.554621666273404,.2242628365320666,19.48367812125645,259.0211352177757,350.4276824535544,1.205977801660722,1.903265530886085,1.93840836961193,5320,1,255,,,17.632,AMO
,2.419059662581835,.6509128377514697,33.89316937272793,309.2308156273746,254.3472989307868,.8444626729205801,3.99365665224309,3.762513543321,21885,0,538,,,14.744,APO
,2.380291491181944,.5722725614095087,5.87672967210231,27.06962564950741,174.4294091751953,1.018115982621994,3.742466999741893,3.67242908672793,9560,0,378,,,15.808,AMO
,1.644605221237141,.214423012981595,40.62982068810493,85.4631012826796,58.16998454615976,1.291964014534211,1.997246427940072,2.10911713163358,4981,0,239,,,16.607,AMO
,2.710829311029239,.6486807034428239,13.83089934859667,133.8489121145281,166.3896651838534,.9523666466373665,4.469291975421111,4.46335531858876,8000,0,716,8,10,15.118,APO
,2.100684014425052,.6283874258044443,10.80990144428522,206.9921673499588,147.2756540961806,.7806405941719475,3.420727434678156,3.04473358792086,3246,0,90,,,18.726,APO
,1.923082429935122,.5385506252336582,22.81070575193911,239.2408679672272,43.12160412178483,.8874051849176993,2.958759674952544,2.66688968892908,4092,0,320,,,17.085,APO
,2.022565482353165,.6400181973192597,26.79389445507918,199.2809429710952,64.02754759342331,.7280867683773334,3.317044196328997,2.87648483695068,1123,0,79,,,18.883,APO
,2.09861693803552,.4040559965867283,60.42246221956706,241.9486319913698,156.9296981200092,1.250658179683789,2.94657569638725,3.04024065964402,4470,0,525,,,16.532,AMO
,2.309659632543269,.4855160142197819,15.38816314204909,51.44571768362802,354.2927819544649,1.188282893546535,3.431036371540003,3.51018639163146,14254,0,961,,,14.526,AMO
,1.495276693833697,.4198587273979931,7.174733393683698,313.2474471821961,324.8292055791019,.8674717240528026,2.123081663614592,1.82848140719339,7883,0,185,,,18.939,APO
,1.370643578588749,.2690431429287528,40.78587632646881,190.0508238662958,218.3191450624815,1.001881322370119,1.739405834807379,1.60470426141285,21242,0,493,,,17.085,APO
,1.329329203517086,.1974352001603256,23.44144606329449,36.37878461390775,128.2362238890041,1.066872826141724,1.591785580892449,1.53269951797164,8450,0,629,,,17.235,AMO
,1.710710439169653,.2625255662523284,18.95374850923708,240.9200683739328,66.96802656030569,1.26160521243287,2.159815665906436,2.23755109131939,8559,0,452,,,17.021,AMO
YORP,1.006034887771605,.2300435205738337,1.599807085169167,278.324817905962,278.8010820002925,.7746030803685233,1.237466695174687,1.00908503321645,1826,0,550,4,1,22.562,APO
,1.476881889724309,.2809601437477649,46.68581869456056,223.7354768628893,157.9792184992756,1.061936941688896,1.891826837759722,1.79484458754329,3328,0,223,0,3,17.769,AMO
,1.776760514008076,.3417532857356955,33.20511509714163,161.7626786141988,265.8847768398303,1.169546770380373,2.383974257635779,2.36838086369263,8918,0,346,,,16.6,AMO
,1.629460850470369,.2564674904955154,35.36200314697481,33.56651945730846,99.55400015484969,1.211557115289545,2.047364585651193,2.0800515492324,21932,0,384,,,17.4,AMO
,1.776083694715102,.2871528017808079,24.46538681873992,130.1079679742287,19.94902482871701,1.266076285580451,2.286091103849752,2.36702771577087,12731,0,1635,,,14.773,AMO
,1.099889132931932,.2245831468143039,30.38820288519388,193.8574149933253,353.5167131503262,.8528725703112221,1.346905695552641,1.1535371058079,11220,0,152,,,18.557,APO
,1.794908142541498,.695594372056389,38.49994407273842,81.51641455545978,132.315538666715,.5463801402314452,3.043436144851551,2.4047589173058,20171,0,302,,,16.01,APO
,1.664534864505198,.3443504556878711,10.94787696553502,.926164313678937,313.1761192370688,1.091351525404485,2.237718203605913,2.14757107731264,8874,0,85,,,17.596,AMO
,.9151022218537083,.2646838990914188,1.2993207744615,178.2437510287133,14.8951635471252,.6728893977062481,1.157315046001168,0.875412244764697,8043,0,408,,,19.31,ATE
,1.427291299795832,.3631283267981308,11.14913324776893,180.1823871351104,63.31207588358368,.909001398247442,1.945581201344222,1.70520709126194,7971,0,206,,,19.154,APO
,2.3948711361581,.5573858340379255,9.708749048227693,349.3903674797754,8.108952401487496,1.060003890517263,3.729738381798936,3.70622197613401,7168,0,251,,,16.34,AMO
,1.394666365941059,.2806635953182793,2.790462518181661,175.5707294734561,289.9682397537636,1.003234289406563,1.786098442475556,1.64707620667076,6570,0,57,,,20.772,APO
,1.153101082940147,.4740336021943927,4.158189899762704,337.323814920132,168.3920675696026,.6064924228997738,1.69970974298052,1.23825266762493,7641,0,193,,,18.061,APO
Didymos,1.64445670163862,.3836843697233959,3.407904507132595,73.24092685755609,319.2433834402533,1.013504368532992,2.275409034744248,2.10883143557102,6236,0,796,6,0,17.944,APO
,1.091336904981022,.5397063233171848,3.559310325393169,108.6530880922326,284.4441663440548,.5023354764933586,1.680338333468685,1.14010923834979,5507,0,244,8,2,19.112,APO
,2.919402825175661,.6107528507556326,9.692966779403751,266.478480081176,55.76623504995193,1.136369227195579,4.702436423155744,4.98826179581483,7279,0,634,,,18.149,AMO
,1.426217190055908,.3625234226216436,61.00588861146586,168.9433982083265,13.94551772599921,.9091800529150174,1.943254327196799,1.70328257005908,6269,0,482,,,15.977,APO
,.990906311761759,.7200972220946346,22.67583905261911,351.8842076883031,151.1145915247525,.2773574293060764,1.704455194217442,0.986409155042694,5111,0,1302,4,0,17.844,ATE
,.7871109167396023,.4837234672864524,5.412549077984544,102.2097061595675,84.67466335007832,.4063668949553038,1.167854938523901,0.698332261508389,10949,0,766,,,14.712,ATE
,1.535662921572729,.1979456232205385,11.27583915180602,196.2439363179406,142.4354584229075,1.231685167505342,1.839640675640115,1.90305811071956,10020,0,986,,,16.785,AMO
,1.333986249366565,.8377971995581069,19.51117541324401,157.6098698984692,260.8732997544046,.2163763053982343,2.451596193334895,1.54076083918096,5177,1,117,,,18.019,APO
,1.507518530019084,.1432059130146414,51.31503282556789,66.4061066805295,68.42334331725512,1.291632962541211,1.723404097496957,1.85098198053585,4775,0,340,,,17.006,AMO
,.6423094290877428,.6884661671880272,38.8876069942552,244.9239940955832,192.6147499131839,.2001011182949746,1.084517739880511,0.514783535785411,5459,0,1772,36,0,16.489,ATE
,.8552766095159272,.5725130284757705,9.0657005049669,79.89200338824752,341.3156364906246,.3656196076174748,1.34493361141438,0.79098472113368,9568,0,206,,,19.406,ATE
,1.198413509017308,.1200500579360468,21.77149857072507,95.02157505373968,320.5136061021007,1.054543897828439,1.342283120206177,1.31195290697331,10868,0,203,,,18.919,AMO
,2.534489272742059,.5690942086953775,20.56830088903254,82.27633171301041,293.0690454887252,1.092126105623994,3.976852439860125,4.03500324546377,4434,0,568,,,16.655,AMO
,1.308516214706083,.2127261320484051,9.023795045818563,264.5583639275985,184.7653555268222,1.030160621629038,1.586871807783129,1.49684511803389,13231,0,236,,,16.885,AMO
,1.320417866936674,.5428179044193128,10.66666841741005,294.9869563236203,266.7637955366658,.6036714074482896,2.037164326425058,1.51731339084648,4083,0,209,,,19.585,APO
,1.301100693025954,.3460394227593159,14.69348470935004,332.9053196839941,225.2554451213865,.850868560259507,1.751332825792401,1.48413895553936,22323,0,180,,,17.857,APO
